region;ålder;kön;år;Folkmängd
1080 Karlskrona;60-64 år;män;2010;2129
1080 Karlskrona;60-64 år;män;2011;2039
1080 Karlskrona;60-64 år;män;2012;1960
1080 Karlskrona;60-64 år;män;2013;1884
1080 Karlskrona;60-64 år;män;2014;1869
1080 Karlskrona;60-64 år;män;2015;1853
1080 Karlskrona;60-64 år;män;2016;1860
1080 Karlskrona;60-64 år;män;2017;1826
1080 Karlskrona;60-64 år;män;2018;1853
1080 Karlskrona;65-69 år;män;2008;1682
1080 Karlskrona;65-69 år;män;2009;1837
1080 Karlskrona;65-69 år;män;2010;1977
1080 Karlskrona;65-69 år;män;2011;2108
1080 Karlskrona;65-69 år;män;2012;2165
1080 Karlskrona;65-69 år;män;2013;2170
1080 Karlskrona;65-69 år;män;2014;2091
1080 Karlskrona;65-69 år;män;2015;2049
1080 Karlskrona;65-69 år;män;2016;1964
1080 Karlskrona;65-69 år;män;2017;1897
1080 Karlskrona;65-69 år;män;2018;1820
1080 Karlskrona;70-74 år;män;2008;1264
1080 Karlskrona;70-74 år;män;2009;1286
1080 Karlskrona;70-74 år;män;2010;1331
1080 Karlskrona;70-74 år;män;2011;1376
1080 Karlskrona;70-74 år;män;2012;1437
1080 Karlskrona;70-74 år;män;2013;1524
1080 Karlskrona;70-74 år;män;2014;1664
1080 Karlskrona;70-74 år;män;2015;1793
1080 Karlskrona;70-74 år;män;2016;1923
1080 Karlskrona;70-74 år;män;2017;1996
1080 Karlskrona;70-74 år;män;2018;1996
1080 Karlskrona;75-79 år;män;2008;944
1080 Karlskrona;75-79 år;män;2009;968
1080 Karlskrona;75-79 år;män;2010;990
1080 Karlskrona;75-79 år;män;2011;1007
1080 Karlskrona;75-79 år;män;2012;1029
1080 Karlskrona;75-79 år;män;2013;1068
1080 Karlskrona;75-79 år;män;2014;1093
1080 Karlskrona;75-79 år;män;2015;1131
1080 Karlskrona;75-79 år;män;2016;1194
1080 Karlskrona;75-79 år;män;2017;1257
1080 Karlskrona;75-79 år;män;2018;1343
1080 Karlskrona;80-84 år;män;2008;720
1080 Karlskrona;80-84 år;män;2009;705
1080 Karlskrona;80-84 år;män;2010;713
1080 Karlskrona;80-84 år;män;2011;694
1080 Karlskrona;80-84 år;män;2012;700
1080 Karlskrona;80-84 år;män;2013;703
1080 Karlskrona;80-84 år;män;2014;739
1080 Karlskrona;80-84 år;män;2015;759
1080 Karlskrona;80-84 år;män;2016;759
1080 Karlskrona;80-84 år;män;2017;773
1080 Karlskrona;80-84 år;män;2018;833
1080 Karlskrona;85-89 år;män;2008;466
1080 Karlskrona;85-89 år;män;2009;443
1080 Karlskrona;85-89 år;män;2010;408
1080 Karlskrona;85-89 år;män;2011;402
1080 Karlskrona;85-89 år;män;2012;425
1080 Karlskrona;85-89 år;män;2013;419
1080 Karlskrona;85-89 år;män;2014;405
1080 Karlskrona;85-89 år;män;2015;404
1080 Karlskrona;85-89 år;män;2016;400
1080 Karlskrona;85-89 år;män;2017;418
1080 Karlskrona;85-89 år;män;2018;432
1080 Karlskrona;90-94 år;män;2008;137
1080 Karlskrona;90-94 år;män;2009;154
1080 Karlskrona;90-94 år;män;2010;161
1080 Karlskrona;90-94 år;män;2011;168
1080 Karlskrona;90-94 år;män;2012;168
1080 Karlskrona;90-94 år;män;2013;170
1080 Karlskrona;90-94 år;män;2014;165
1080 Karlskrona;90-94 år;män;2015;162
1080 Karlskrona;90-94 år;män;2016;162
1080 Karlskrona;90-94 år;män;2017;165
1080 Karlskrona;90-94 år;män;2018;171
1080 Karlskrona;95-99 år;män;2008;16
1080 Karlskrona;95-99 år;män;2009;20
1080 Karlskrona;95-99 år;män;2010;23
1080 Karlskrona;95-99 år;män;2011;30
1080 Karlskrona;95-99 år;män;2012;29
1080 Karlskrona;95-99 år;män;2013;24
1080 Karlskrona;95-99 år;män;2014;31
1080 Karlskrona;95-99 år;män;2015;28
1080 Karlskrona;95-99 år;män;2016;33
1080 Karlskrona;95-99 år;män;2017;39
1080 Karlskrona;95-99 år;män;2018;39
1080 Karlskrona;100+ år;män;2008;0
1080 Karlskrona;100+ år;män;2009;0
1080 Karlskrona;100+ år;män;2010;0
1080 Karlskrona;100+ år;män;2011;3
1080 Karlskrona;100+ år;män;2012;1
1080 Karlskrona;100+ år;män;2013;2
1080 Karlskrona;100+ år;män;2014;1
1080 Karlskrona;100+ år;män;2015;1
1080 Karlskrona;100+ år;män;2016;3
1080 Karlskrona;100+ år;män;2017;1
1080 Karlskrona;100+ år;män;2018;1
1081 Ronneby;55-59 år;män;2008;954
1081 Ronneby;55-59 år;män;2009;916
1081 Ronneby;55-59 år;män;2010;886
1081 Ronneby;55-59 år;män;2011;873
1081 Ronneby;55-59 år;män;2012;848
1081 Ronneby;55-59 år;män;2013;842
1081 Ronneby;55-59 år;män;2014;839
1081 Ronneby;55-59 år;män;2015;840
1081 Ronneby;55-59 år;män;2016;832
1081 Ronneby;55-59 år;män;2017;851
1081 Ronneby;55-59 år;män;2018;897
1081 Ronneby;60-64 år;män;2008;1119
1081 Ronneby;60-64 år;män;2009;1077
1081 Ronneby;60-64 år;män;2010;1050
1081 Ronneby;60-64 år;män;2011;1001
1081 Ronneby;60-64 år;män;2012;964
1081 Ronneby;60-64 år;män;2013;937
1081 Ronneby;60-64 år;män;2014;896
1081 Ronneby;60-64 år;män;2015;876
1081 Ronneby;60-64 år;män;2016;864
1081 Ronneby;60-64 år;män;2017;858
1081 Ronneby;60-64 år;män;2018;845
1081 Ronneby;65-69 år;män;2008;918
1081 Ronneby;65-69 år;män;2009;976
1081 Ronneby;65-69 år;män;2010;1009
1081 Ronneby;65-69 år;män;2011;1080
1081 Ronneby;65-69 år;män;2012;1088
1081 Ronneby;65-69 år;män;2013;1068
1081 Ronneby;65-69 år;män;2014;1029
1081 Ronneby;65-69 år;män;2015;1009
1081 Ronneby;65-69 år;män;2016;963
1081 Ronneby;65-69 år;män;2017;933
1081 Ronneby;65-69 år;män;2018;891
1081 Ronneby;70-74 år;män;2008;713
1081 Ronneby;70-74 år;män;2009;746
1081 Ronneby;70-74 år;män;2010;758
1081 Ronneby;70-74 år;män;2011;734
1081 Ronneby;70-74 år;män;2012;780
1081 Ronneby;70-74 år;män;2013;846
1081 Ronneby;70-74 år;män;2014;915
1081 Ronneby;70-74 år;män;2015;911
1081 Ronneby;70-74 år;män;2016;976
1081 Ronneby;70-74 år;män;2017;981
1081 Ronneby;70-74 år;män;2018;974
1081 Ronneby;75-79 år;män;2008;539
1081 Ronneby;75-79 år;män;2009;540
1081 Ronneby;75-79 år;män;2010;555
1081 Ronneby;75-79 år;män;2011;567
1081 Ronneby;75-79 år;män;2012;584
1081 Ronneby;75-79 år;män;2013;607
1081 Ronneby;75-79 år;män;2014;640
1081 Ronneby;75-79 år;män;2015;651
1081 Ronneby;75-79 år;män;2016;639
1081 Ronneby;75-79 år;män;2017;682
1081 Ronneby;75-79 år;män;2018;721
1081 Ronneby;80-84 år;män;2008;409
1081 Ronneby;80-84 år;män;2009;415
1081 Ronneby;80-84 år;män;2010;412
1081 Ronneby;80-84 år;män;2011;427
1081 Ronneby;80-84 år;män;2012;399
1081 Ronneby;80-84 år;män;2013;385
1081 Ronneby;80-84 år;män;2014;385
1081 Ronneby;80-84 år;män;2015;417
1081 Ronneby;80-84 år;män;2016;427
1081 Ronneby;80-84 år;män;2017;456
1081 Ronneby;80-84 år;män;2018;476
1081 Ronneby;85-89 år;män;2008;211
1081 Ronneby;85-89 år;män;2009;217
1081 Ronneby;85-89 år;män;2010;218
1081 Ronneby;85-89 år;män;2011;221
1081 Ronneby;85-89 år;män;2012;246
1081 Ronneby;85-89 år;män;2013;263
1081 Ronneby;85-89 år;män;2014;251
1081 Ronneby;85-89 år;män;2015;258
1081 Ronneby;85-89 år;män;2016;270
1081 Ronneby;85-89 år;män;2017;255
1081 Ronneby;85-89 år;män;2018;240
1081 Ronneby;90-94 år;män;2008;61
1081 Ronneby;90-94 år;män;2009;59
1081 Ronneby;90-94 år;män;2010;73
1081 Ronneby;90-94 år;män;2011;84
1081 Ronneby;90-94 år;män;2012;85
1081 Ronneby;90-94 år;män;2013;84
1081 Ronneby;90-94 år;män;2014;88
1081 Ronneby;90-94 år;män;2015;100
1081 Ronneby;90-94 år;män;2016;100
1081 Ronneby;90-94 år;män;2017;107
1081 Ronneby;90-94 år;män;2018;109
1081 Ronneby;95-99 år;män;2008;13
1081 Ronneby;95-99 år;män;2009;10
1081 Ronneby;95-99 år;män;2010;13
1081 Ronneby;95-99 år;män;2011;12
1081 Ronneby;95-99 år;män;2012;8
1081 Ronneby;95-99 år;män;2013;14
1081 Ronneby;95-99 år;män;2014;15
1081 Ronneby;95-99 år;män;2015;19
1081 Ronneby;95-99 år;män;2016;20
1081 Ronneby;95-99 år;män;2017;15
1081 Ronneby;95-99 år;män;2018;20
1081 Ronneby;100+ år;män;2008;4
1081 Ronneby;100+ år;män;2009;2
1081 Ronneby;100+ år;män;2010;2
1081 Ronneby;100+ år;män;2011;1
1081 Ronneby;100+ år;män;2012;1
1081 Ronneby;100+ år;män;2013;0
1081 Ronneby;100+ år;män;2014;0
1081 Ronneby;100+ år;män;2015;0
1081 Ronneby;100+ år;män;2016;1
1081 Ronneby;100+ år;män;2017;1
1081 Ronneby;100+ år;män;2018;1
1082 Karlshamn;55-59 år;män;2008;1043
1082 Karlshamn;55-59 år;män;2009;1032
1082 Karlshamn;55-59 år;män;2010;995
1082 Karlshamn;55-59 år;män;2011;993
1082 Karlshamn;55-59 år;män;2012;966
1082 Karlshamn;55-59 år;män;2013;949
1082 Karlshamn;55-59 år;män;2014;903
1082 Karlshamn;55-59 år;män;2015;948
1082 Karlshamn;55-59 år;män;2016;961
1082 Karlshamn;55-59 år;män;2017;1002
1082 Karlshamn;55-59 år;män;2018;1064
1082 Karlshamn;60-64 år;män;2008;1111
1082 Karlshamn;60-64 år;män;2009;1133
1082 Karlshamn;60-64 år;män;2010;1110
1082 Karlshamn;60-64 år;män;2011;1076
1082 Karlshamn;60-64 år;män;2012;1036
1082 Karlshamn;60-64 år;män;2013;1014
1082 Karlshamn;60-64 år;män;2014;1004
1082 Karlshamn;60-64 år;män;2015;968
1082 Karlshamn;60-64 år;män;2016;967
1082 Karlshamn;60-64 år;män;2017;939
1082 Karlshamn;60-64 år;män;2018;936
1082 Karlshamn;65-69 år;män;2008;981
1082 Karlshamn;65-69 år;män;2009;1008
1082 Karlshamn;65-69 år;män;2010;1062
1082 Karlshamn;65-69 år;män;2011;1124
1082 Karlshamn;65-69 år;män;2012;1127
1082 Karlshamn;65-69 år;män;2013;1084
1082 Karlshamn;65-69 år;män;2014;1107
1082 Karlshamn;65-69 år;män;2015;1067
1082 Karlshamn;65-69 år;män;2016;1039
1082 Karlshamn;65-69 år;män;2017;985
1082 Karlshamn;65-69 år;män;2018;973
1082 Karlshamn;70-74 år;män;2008;767
1082 Karlshamn;70-74 år;män;2009;804
1082 Karlshamn;70-74 år;män;2010;826
1082 Karlshamn;70-74 år;män;2011;834
1082 Karlshamn;70-74 år;män;2012;879
1082 Karlshamn;70-74 år;män;2013;928
1082 Karlshamn;70-74 år;män;2014;941
1082 Karlshamn;70-74 år;män;2015;992
1082 Karlshamn;70-74 år;män;2016;1041
1082 Karlshamn;70-74 år;män;2017;1044
1082 Karlshamn;70-74 år;män;2018;1012
1082 Karlshamn;75-79 år;män;2008;660
1082 Karlshamn;75-79 år;män;2009;647
1082 Karlshamn;75-79 år;män;2010;659
1082 Karlshamn;75-79 år;män;2011;666
1082 Karlshamn;75-79 år;män;2012;668
1082 Karlshamn;75-79 år;män;2013;663
1082 Karlshamn;75-79 år;män;2014;718
1082 Karlshamn;75-79 år;män;2015;732
1082 Karlshamn;75-79 år;män;2016;713
1082 Karlshamn;75-79 år;män;2017;748
1082 Karlshamn;75-79 år;män;2018;800
1082 Karlshamn;80-84 år;män;2008;427
1082 Karlshamn;80-84 år;män;2009;425
1082 Karlshamn;80-84 år;män;2010;446
1082 Karlshamn;80-84 år;män;2011;448
1082 Karlshamn;80-84 år;män;2012;472
1082 Karlshamn;80-84 år;män;2013;501
1082 Karlshamn;80-84 år;män;2014;492
1082 Karlshamn;80-84 år;män;2015;498
1082 Karlshamn;80-84 år;män;2016;495
1082 Karlshamn;80-84 år;män;2017;506
1082 Karlshamn;80-84 år;män;2018;499
1082 Karlshamn;85-89 år;män;2008;220
1082 Karlshamn;85-89 år;män;2009;237
1082 Karlshamn;85-89 år;män;2010;242
1082 Karlshamn;85-89 år;män;2011;237
1082 Karlshamn;85-89 år;män;2012;236
1082 Karlshamn;85-89 år;män;2013;246
1082 Karlshamn;85-89 år;män;2014;263
1082 Karlshamn;85-89 år;män;2015;273
1082 Karlshamn;85-89 år;män;2016;271
1082 Karlshamn;85-89 år;män;2017;280
1082 Karlshamn;85-89 år;män;2018;310
1082 Karlshamn;90-94 år;män;2008;58
1082 Karlshamn;90-94 år;män;2009;52
1082 Karlshamn;90-94 år;män;2010;68
1082 Karlshamn;90-94 år;män;2011;84
1082 Karlshamn;90-94 år;män;2012;92
1082 Karlshamn;90-94 år;män;2013;98
1082 Karlshamn;90-94 år;män;2014;94
1082 Karlshamn;90-94 år;män;2015;96
1082 Karlshamn;90-94 år;män;2016;102
1082 Karlshamn;90-94 år;män;2017;97
1082 Karlshamn;90-94 år;män;2018;102
1082 Karlshamn;95-99 år;män;2008;9
1082 Karlshamn;95-99 år;män;2009;5
1082 Karlshamn;95-99 år;män;2010;9
1082 Karlshamn;95-99 år;män;2011;12
1082 Karlshamn;95-99 år;män;2012;11
1082 Karlshamn;95-99 år;män;2013;14
1082 Karlshamn;95-99 år;män;2014;14
1082 Karlshamn;95-99 år;män;2015;19
1082 Karlshamn;95-99 år;män;2016;22
1082 Karlshamn;95-99 år;män;2017;24
1082 Karlshamn;95-99 år;män;2018;20
1082 Karlshamn;100+ år;män;2008;1
1082 Karlshamn;100+ år;män;2009;1
1082 Karlshamn;100+ år;män;2010;0
1082 Karlshamn;100+ år;män;2011;0
1082 Karlshamn;100+ år;män;2012;0
1082 Karlshamn;100+ år;män;2013;0
1082 Karlshamn;100+ år;män;2014;0
1082 Karlshamn;100+ år;män;2015;0
1082 Karlshamn;100+ år;män;2016;1
1082 Karlshamn;100+ år;män;2017;0
1082 Karlshamn;100+ år;män;2018;0
1083 Sölvesborg;55-59 år;män;2008;555
1083 Sölvesborg;55-59 år;män;2009;560
1083 Sölvesborg;55-59 år;män;2010;546
1083 Sölvesborg;55-59 år;män;2011;546
1083 Sölvesborg;55-59 år;män;2012;552
1083 Sölvesborg;55-59 år;män;2013;545
1083 Sölvesborg;55-59 år;män;2014;562
1083 Sölvesborg;55-59 år;män;2015;562
1083 Sölvesborg;55-59 år;män;2016;570
1083 Sölvesborg;55-59 år;män;2017;563
1083 Sölvesborg;55-59 år;män;2018;567
1083 Sölvesborg;60-64 år;män;2008;653
1083 Sölvesborg;60-64 år;män;2009;613
1083 Sölvesborg;60-64 år;män;2010;609
1083 Sölvesborg;60-64 år;män;2011;594
1083 Sölvesborg;60-64 år;män;2012;581
1083 Sölvesborg;60-64 år;män;2013;548
1083 Sölvesborg;60-64 år;män;2014;548
1083 Sölvesborg;60-64 år;män;2015;555
1083 Sölvesborg;60-64 år;män;2016;542
1083 Sölvesborg;60-64 år;män;2017;553
1083 Sölvesborg;60-64 år;män;2018;550
1083 Sölvesborg;65-69 år;män;2008;572
1083 Sölvesborg;65-69 år;män;2009;637
1083 Sölvesborg;65-69 år;män;2010;645
1083 Sölvesborg;65-69 år;män;2011;670
1083 Sölvesborg;65-69 år;män;2012;643
1083 Sölvesborg;65-69 år;män;2013;649
1083 Sölvesborg;65-69 år;män;2014;606
1083 Sölvesborg;65-69 år;män;2015;604
1083 Sölvesborg;65-69 år;män;2016;595
1083 Sölvesborg;65-69 år;män;2017;590
1083 Sölvesborg;65-69 år;män;2018;563
1083 Sölvesborg;70-74 år;män;2008;434
1083 Sölvesborg;70-74 år;män;2009;437
1083 Sölvesborg;70-74 år;män;2010;457
1083 Sölvesborg;70-74 år;män;2011;478
1083 Sölvesborg;70-74 år;män;2012;530
1083 Sölvesborg;70-74 år;män;2013;544
1083 Sölvesborg;70-74 år;män;2014;598
1083 Sölvesborg;70-74 år;män;2015;596
1083 Sölvesborg;70-74 år;män;2016;615
1083 Sölvesborg;70-74 år;män;2017;588
1083 Sölvesborg;70-74 år;män;2018;592
1083 Sölvesborg;75-79 år;män;2008;333
1083 Sölvesborg;75-79 år;män;2009;337
1083 Sölvesborg;75-79 år;män;2010;361
1083 Sölvesborg;75-79 år;män;2011;350
1083 Sölvesborg;75-79 år;män;2012;347
1083 Sölvesborg;75-79 år;män;2013;369
1083 Sölvesborg;75-79 år;män;2014;370
1083 Sölvesborg;75-79 år;män;2015;396
1083 Sölvesborg;75-79 år;män;2016;408
1083 Sölvesborg;75-79 år;män;2017;455
1083 Sölvesborg;75-79 år;män;2018;475
1083 Sölvesborg;80-84 år;män;2008;223
1083 Sölvesborg;80-84 år;män;2009;223
1083 Sölvesborg;80-84 år;män;2010;225
1083 Sölvesborg;80-84 år;män;2011;240
1083 Sölvesborg;80-84 år;män;2012;250
1083 Sölvesborg;80-84 år;män;2013;248
1083 Sölvesborg;80-84 år;män;2014;256
1083 Sölvesborg;80-84 år;män;2015;275
1083 Sölvesborg;80-84 år;män;2016;264
1083 Sölvesborg;80-84 år;män;2017;263
1083 Sölvesborg;80-84 år;män;2018;271
1083 Sölvesborg;85-89 år;män;2008;152
1083 Sölvesborg;85-89 år;män;2009;147
1083 Sölvesborg;85-89 år;män;2010;129
1083 Sölvesborg;85-89 år;män;2011;123
1083 Sölvesborg;85-89 år;män;2012;126
1083 Sölvesborg;85-89 år;män;2013;115
1083 Sölvesborg;85-89 år;män;2014;117
1083 Sölvesborg;85-89 år;män;2015;118
1083 Sölvesborg;85-89 år;män;2016;133
1083 Sölvesborg;85-89 år;män;2017;143
1083 Sölvesborg;85-89 år;män;2018;155
1083 Sölvesborg;90-94 år;män;2008;41
1083 Sölvesborg;90-94 år;män;2009;38
1083 Sölvesborg;90-94 år;män;2010;46
1083 Sölvesborg;90-94 år;män;2011;47
1083 Sölvesborg;90-94 år;män;2012;47
1083 Sölvesborg;90-94 år;män;2013;57
1083 Sölvesborg;90-94 år;män;2014;61
1083 Sölvesborg;90-94 år;män;2015;59
1083 Sölvesborg;90-94 år;män;2016;47
1083 Sölvesborg;90-94 år;män;2017;50
1083 Sölvesborg;90-94 år;män;2018;38
1083 Sölvesborg;95-99 år;män;2008;7
1083 Sölvesborg;95-99 år;män;2009;9
1083 Sölvesborg;95-99 år;män;2010;3
1083 Sölvesborg;95-99 år;män;2011;3
1083 Sölvesborg;95-99 år;män;2012;4
1083 Sölvesborg;95-99 år;män;2013;7
1083 Sölvesborg;95-99 år;män;2014;8
1083 Sölvesborg;95-99 år;män;2015;8
1083 Sölvesborg;95-99 år;män;2016;11
1083 Sölvesborg;95-99 år;män;2017;15
1083 Sölvesborg;95-99 år;män;2018;19
1083 Sölvesborg;100+ år;män;2008;1
1083 Sölvesborg;100+ år;män;2009;0
1083 Sölvesborg;100+ år;män;2010;0
1083 Sölvesborg;100+ år;män;2011;1
1083 Sölvesborg;100+ år;män;2012;0
1083 Sölvesborg;100+ år;män;2013;0
1083 Sölvesborg;100+ år;män;2014;0
1083 Sölvesborg;100+ år;män;2015;0
1083 Sölvesborg;100+ år;män;2016;0
1083 Sölvesborg;100+ år;män;2017;1
1083 Sölvesborg;100+ år;män;2018;0
1214 Svalöv;55-59 år;män;2008;466
1214 Svalöv;55-59 år;män;2009;423
1214 Svalöv;55-59 år;män;2010;424
1214 Svalöv;55-59 år;män;2011;404
1214 Svalöv;55-59 år;män;2012;415
1214 Svalöv;55-59 år;män;2013;397
1214 Svalöv;55-59 år;män;2014;406
1214 Svalöv;55-59 år;män;2015;422
1214 Svalöv;55-59 år;män;2016;418
1214 Svalöv;55-59 år;män;2017;438
1214 Svalöv;55-59 år;män;2018;447
1214 Svalöv;60-64 år;män;2008;484
1214 Svalöv;60-64 år;män;2009;487
1214 Svalöv;60-64 år;män;2010;454
1214 Svalöv;60-64 år;män;2011;447
1214 Svalöv;60-64 år;män;2012;438
1214 Svalöv;60-64 år;män;2013;453
1214 Svalöv;60-64 år;män;2014;404
1214 Svalöv;60-64 år;män;2015;425
1214 Svalöv;60-64 år;män;2016;402
1214 Svalöv;60-64 år;män;2017;403
1214 Svalöv;60-64 år;män;2018;404
1214 Svalöv;65-69 år;män;2008;375
1214 Svalöv;65-69 år;män;2009;395
1214 Svalöv;65-69 år;män;2010;440
1214 Svalöv;65-69 år;män;2011;455
1214 Svalöv;65-69 år;män;2012;465
1214 Svalöv;65-69 år;män;2013;445
1214 Svalöv;65-69 år;män;2014;440
1214 Svalöv;65-69 år;män;2015;405
1214 Svalöv;65-69 år;män;2016;417
1214 Svalöv;65-69 år;män;2017;406
1214 Svalöv;65-69 år;män;2018;415
1214 Svalöv;70-74 år;män;2008;237
1214 Svalöv;70-74 år;män;2009;255
1214 Svalöv;70-74 år;män;2010;271
1214 Svalöv;70-74 år;män;2011;281
1214 Svalöv;70-74 år;män;2012;301
1214 Svalöv;70-74 år;män;2013;330
1214 Svalöv;70-74 år;män;2014;349
1214 Svalöv;70-74 år;män;2015;382
1214 Svalöv;70-74 år;män;2016;389
1214 Svalöv;70-74 år;män;2017;383
1214 Svalöv;70-74 år;män;2018;376
1214 Svalöv;75-79 år;män;2008;164
1214 Svalöv;75-79 år;män;2009;170
1214 Svalöv;75-79 år;män;2010;162
1214 Svalöv;75-79 år;män;2011;173
1214 Svalöv;75-79 år;män;2012;181
1214 Svalöv;75-79 år;män;2013;198
1214 Svalöv;75-79 år;män;2014;209
1214 Svalöv;75-79 år;män;2015;222
1214 Svalöv;75-79 år;män;2016;227
1214 Svalöv;75-79 år;män;2017;252
1214 Svalöv;75-79 år;män;2018;267
1214 Svalöv;80-84 år;män;2008;153
1214 Svalöv;80-84 år;män;2009;148
1214 Svalöv;80-84 år;män;2010;160
1214 Svalöv;80-84 år;män;2011;147
1214 Svalöv;80-84 år;män;2012;143
1214 Svalöv;80-84 år;män;2013;128
1214 Svalöv;80-84 år;män;2014;126
1214 Svalöv;80-84 år;män;2015;119
1214 Svalöv;80-84 år;män;2016;126
1214 Svalöv;80-84 år;män;2017;131
1214 Svalöv;80-84 år;män;2018;134
1214 Svalöv;85-89 år;män;2008;97
1214 Svalöv;85-89 år;män;2009;90
1214 Svalöv;85-89 år;män;2010;75
1214 Svalöv;85-89 år;män;2011;81
1214 Svalöv;85-89 år;män;2012;84
1214 Svalöv;85-89 år;män;2013;89
1214 Svalöv;85-89 år;män;2014;91
1214 Svalöv;85-89 år;män;2015;97
1214 Svalöv;85-89 år;män;2016;88
1214 Svalöv;85-89 år;män;2017;78
1214 Svalöv;85-89 år;män;2018;76
1214 Svalöv;90-94 år;män;2008;38
1214 Svalöv;90-94 år;män;2009;42
1214 Svalöv;90-94 år;män;2010;38
1214 Svalöv;90-94 år;män;2011;33
1214 Svalöv;90-94 år;män;2012;31
1214 Svalöv;90-94 år;män;2013;33
1214 Svalöv;90-94 år;män;2014;27
1214 Svalöv;90-94 år;män;2015;23
1214 Svalöv;90-94 år;män;2016;29
1214 Svalöv;90-94 år;män;2017;35
1214 Svalöv;90-94 år;män;2018;32
1214 Svalöv;95-99 år;män;2008;7
1214 Svalöv;95-99 år;män;2009;7
1214 Svalöv;95-99 år;män;2010;7
1214 Svalöv;95-99 år;män;2011;9
1214 Svalöv;95-99 år;män;2012;9
1214 Svalöv;95-99 år;män;2013;8
1214 Svalöv;95-99 år;män;2014;13
1214 Svalöv;95-99 år;män;2015;7
1214 Svalöv;95-99 år;män;2016;6
1214 Svalöv;95-99 år;män;2017;5
1214 Svalöv;95-99 år;män;2018;5
1214 Svalöv;100+ år;män;2008;0
1214 Svalöv;100+ år;män;2009;1
1214 Svalöv;100+ år;män;2010;0
1214 Svalöv;100+ år;män;2011;0
1214 Svalöv;100+ år;män;2012;0
1214 Svalöv;100+ år;män;2013;0
1214 Svalöv;100+ år;män;2014;0
1214 Svalöv;100+ år;män;2015;0
1214 Svalöv;100+ år;män;2016;2
1214 Svalöv;100+ år;män;2017;2
1214 Svalöv;100+ år;män;2018;2
1230 Staffanstorp;55-59 år;män;2008;598
1230 Staffanstorp;55-59 år;män;2009;566
1230 Staffanstorp;55-59 år;män;2010;543
1230 Staffanstorp;55-59 år;män;2011;530
1230 Staffanstorp;55-59 år;män;2012;524
1230 Staffanstorp;55-59 år;män;2013;532
1230 Staffanstorp;55-59 år;män;2014;557
1230 Staffanstorp;55-59 år;män;2015;577
1230 Staffanstorp;55-59 år;män;2016;613
1230 Staffanstorp;55-59 år;män;2017;646
1230 Staffanstorp;55-59 år;män;2018;710
1230 Staffanstorp;60-64 år;män;2008;718
1230 Staffanstorp;60-64 år;män;2009;667
1230 Staffanstorp;60-64 år;män;2010;627
1230 Staffanstorp;60-64 år;män;2011;593
1230 Staffanstorp;60-64 år;män;2012;589
1230 Staffanstorp;60-64 år;män;2013;557
1230 Staffanstorp;60-64 år;män;2014;506
1230 Staffanstorp;60-64 år;män;2015;500
1230 Staffanstorp;60-64 år;män;2016;499
1230 Staffanstorp;60-64 år;män;2017;504
1230 Staffanstorp;60-64 år;män;2018;506
1230 Staffanstorp;65-69 år;män;2008;625
1230 Staffanstorp;65-69 år;män;2009;688
1230 Staffanstorp;65-69 år;män;2010;697
1230 Staffanstorp;65-69 år;män;2011;700
1230 Staffanstorp;65-69 år;män;2012;657
1230 Staffanstorp;65-69 år;män;2013;651
1230 Staffanstorp;65-69 år;män;2014;613
1230 Staffanstorp;65-69 år;män;2015;583
1230 Staffanstorp;65-69 år;män;2016;552
1230 Staffanstorp;65-69 år;män;2017;533
1230 Staffanstorp;65-69 år;män;2018;516
1230 Staffanstorp;70-74 år;män;2008;440
1230 Staffanstorp;70-74 år;män;2009;453
1230 Staffanstorp;70-74 år;män;2010;501
1230 Staffanstorp;70-74 år;män;2011;506
1230 Staffanstorp;70-74 år;män;2012;532
1230 Staffanstorp;70-74 år;män;2013;562
1230 Staffanstorp;70-74 år;män;2014;621
1230 Staffanstorp;70-74 år;män;2015;617
1230 Staffanstorp;70-74 år;män;2016;627
1230 Staffanstorp;70-74 år;män;2017;617
1230 Staffanstorp;70-74 år;män;2018;605
1230 Staffanstorp;75-79 år;män;2008;300
1230 Staffanstorp;75-79 år;män;2009;305
1230 Staffanstorp;75-79 år;män;2010;299
1230 Staffanstorp;75-79 år;män;2011;335
1230 Staffanstorp;75-79 år;män;2012;359
1230 Staffanstorp;75-79 år;män;2013;385
1230 Staffanstorp;75-79 år;män;2014;397
1230 Staffanstorp;75-79 år;män;2015;442
1230 Staffanstorp;75-79 år;män;2016;435
1230 Staffanstorp;75-79 år;män;2017;467
1230 Staffanstorp;75-79 år;män;2018;485
1230 Staffanstorp;80-84 år;män;2008;169
1230 Staffanstorp;80-84 år;män;2009;182
1230 Staffanstorp;80-84 år;män;2010;202
1230 Staffanstorp;80-84 år;män;2011;208
1230 Staffanstorp;80-84 år;män;2012;212
1230 Staffanstorp;80-84 år;män;2013;224
1230 Staffanstorp;80-84 år;män;2014;224
1230 Staffanstorp;80-84 år;män;2015;224
1230 Staffanstorp;80-84 år;män;2016;266
1230 Staffanstorp;80-84 år;män;2017;297
1230 Staffanstorp;80-84 år;män;2018;318
1230 Staffanstorp;85-89 år;män;2008;72
1230 Staffanstorp;85-89 år;män;2009;75
1230 Staffanstorp;85-89 år;män;2010;82
1230 Staffanstorp;85-89 år;män;2011;97
1230 Staffanstorp;85-89 år;män;2012;111
