region;ålder;år;Folkmängd
1277 Åstorp;totalt ålder;2014;15061
1277 Åstorp;totalt ålder;2015;15193
1277 Åstorp;totalt ålder;2016;15528
1277 Åstorp;totalt ålder;2017;15828
1277 Åstorp;totalt ålder;2018;15987
1278 Båstad;totalt ålder;2008;14203
1278 Båstad;totalt ålder;2009;14269
1278 Båstad;totalt ålder;2010;14278
1278 Båstad;totalt ålder;2011;14230
1278 Båstad;totalt ålder;2012;14263
1278 Båstad;totalt ålder;2013;14275
1278 Båstad;totalt ålder;2014;14419
1278 Båstad;totalt ålder;2015;14373
1278 Båstad;totalt ålder;2016;14614
1278 Båstad;totalt ålder;2017;14796
1278 Båstad;totalt ålder;2018;14948
1280 Malmö;totalt ålder;2008;286535
1280 Malmö;totalt ålder;2009;293909
1280 Malmö;totalt ålder;2010;298963
1280 Malmö;totalt ålder;2011;302835
1280 Malmö;totalt ålder;2012;307758
1280 Malmö;totalt ålder;2013;312994
1280 Malmö;totalt ålder;2014;318107
1280 Malmö;totalt ålder;2015;322574
1280 Malmö;totalt ålder;2016;328494
1280 Malmö;totalt ålder;2017;333633
1280 Malmö;totalt ålder;2018;339313
1281 Lund;totalt ålder;2008;107351
1281 Lund;totalt ålder;2009;109147
1281 Lund;totalt ålder;2010;110488
1281 Lund;totalt ålder;2011;111666
1281 Lund;totalt ålder;2012;112950
1281 Lund;totalt ålder;2013;114291
1281 Lund;totalt ålder;2014;115968
1281 Lund;totalt ålder;2015;116834
1281 Lund;totalt ålder;2016;118542
1281 Lund;totalt ålder;2017;121274
1281 Lund;totalt ålder;2018;122948
1282 Landskrona;totalt ålder;2008;40860
1282 Landskrona;totalt ålder;2009;41226
1282 Landskrona;totalt ålder;2010;41724
1282 Landskrona;totalt ålder;2011;42189
1282 Landskrona;totalt ålder;2012;42560
1282 Landskrona;totalt ålder;2013;43073
1282 Landskrona;totalt ålder;2014;43574
1282 Landskrona;totalt ålder;2015;43961
1282 Landskrona;totalt ålder;2016;44611
1282 Landskrona;totalt ålder;2017;45286
1282 Landskrona;totalt ålder;2018;45775
1283 Helsingborg;totalt ålder;2008;126754
1283 Helsingborg;totalt ålder;2009;128359
1283 Helsingborg;totalt ålder;2010;129177
1283 Helsingborg;totalt ålder;2011;130626
1283 Helsingborg;totalt ålder;2012;132011
1283 Helsingborg;totalt ålder;2013;132989
1283 Helsingborg;totalt ålder;2014;135344
1283 Helsingborg;totalt ålder;2015;137909
1283 Helsingborg;totalt ålder;2016;140547
1283 Helsingborg;totalt ålder;2017;143304
1283 Helsingborg;totalt ålder;2018;145415
1284 Höganäs;totalt ålder;2008;24248
1284 Höganäs;totalt ålder;2009;24480
1284 Höganäs;totalt ålder;2010;24637
1284 Höganäs;totalt ålder;2011;24698
1284 Höganäs;totalt ålder;2012;24863
1284 Höganäs;totalt ålder;2013;25084
1284 Höganäs;totalt ålder;2014;25298
1284 Höganäs;totalt ålder;2015;25610
1284 Höganäs;totalt ålder;2016;25847
1284 Höganäs;totalt ålder;2017;26193
1284 Höganäs;totalt ålder;2018;26566
1285 Eslöv;totalt ålder;2008;31123
1285 Eslöv;totalt ålder;2009;31269
1285 Eslöv;totalt ålder;2010;31587
1285 Eslöv;totalt ålder;2011;31728
1285 Eslöv;totalt ålder;2012;31744
1285 Eslöv;totalt ålder;2013;31920
1285 Eslöv;totalt ålder;2014;32179
1285 Eslöv;totalt ålder;2015;32438
1285 Eslöv;totalt ålder;2016;32878
1285 Eslöv;totalt ålder;2017;33236
1285 Eslöv;totalt ålder;2018;33557
1286 Ystad;totalt ålder;2008;27870
1286 Ystad;totalt ålder;2009;28109
1286 Ystad;totalt ålder;2010;28338
1286 Ystad;totalt ålder;2011;28427
1286 Ystad;totalt ålder;2012;28558
1286 Ystad;totalt ålder;2013;28623
1286 Ystad;totalt ålder;2014;28771
1286 Ystad;totalt ålder;2015;28985
1286 Ystad;totalt ålder;2016;29448
1286 Ystad;totalt ålder;2017;29848
1286 Ystad;totalt ålder;2018;30226
1287 Trelleborg;totalt ålder;2008;41558
1287 Trelleborg;totalt ålder;2009;41891
1287 Trelleborg;totalt ålder;2010;42219
1287 Trelleborg;totalt ålder;2011;42542
1287 Trelleborg;totalt ålder;2012;42605
1287 Trelleborg;totalt ålder;2013;42837
1287 Trelleborg;totalt ålder;2014;42973
1287 Trelleborg;totalt ålder;2015;43359
1287 Trelleborg;totalt ålder;2016;43913
1287 Trelleborg;totalt ålder;2017;44595
1287 Trelleborg;totalt ålder;2018;44902
1290 Kristianstad;totalt ålder;2008;77977
1290 Kristianstad;totalt ålder;2009;78788
1290 Kristianstad;totalt ålder;2010;79543
1290 Kristianstad;totalt ålder;2011;79930
1290 Kristianstad;totalt ålder;2012;80507
1290 Kristianstad;totalt ålder;2013;81009
1290 Kristianstad;totalt ålder;2014;81826
1290 Kristianstad;totalt ålder;2015;82510
1290 Kristianstad;totalt ålder;2016;83191
1290 Kristianstad;totalt ålder;2017;84151
1290 Kristianstad;totalt ålder;2018;84908
1291 Simrishamn;totalt ålder;2008;19356
1291 Simrishamn;totalt ålder;2009;19328
1291 Simrishamn;totalt ålder;2010;19297
1291 Simrishamn;totalt ålder;2011;19147
1291 Simrishamn;totalt ålder;2012;18997
1291 Simrishamn;totalt ålder;2013;18951
1291 Simrishamn;totalt ålder;2014;18905
1291 Simrishamn;totalt ålder;2015;19065
1291 Simrishamn;totalt ålder;2016;19485
1291 Simrishamn;totalt ålder;2017;19376
1291 Simrishamn;totalt ålder;2018;19278
1292 Ängelholm;totalt ålder;2008;38854
1292 Ängelholm;totalt ålder;2009;39083
1292 Ängelholm;totalt ålder;2010;39394
1292 Ängelholm;totalt ålder;2011;39626
1292 Ängelholm;totalt ålder;2012;39742
1292 Ängelholm;totalt ålder;2013;39866
1292 Ängelholm;totalt ålder;2014;40229
1292 Ängelholm;totalt ålder;2015;40732
1292 Ängelholm;totalt ålder;2016;41336
1292 Ängelholm;totalt ålder;2017;41786
1292 Ängelholm;totalt ålder;2018;42131
1293 Hässleholm;totalt ålder;2008;50006
1293 Hässleholm;totalt ålder;2009;50036
1293 Hässleholm;totalt ålder;2010;50107
1293 Hässleholm;totalt ålder;2011;50164
1293 Hässleholm;totalt ålder;2012;50163
1293 Hässleholm;totalt ålder;2013;50227
1293 Hässleholm;totalt ålder;2014;50565
1293 Hässleholm;totalt ålder;2015;51048
1293 Hässleholm;totalt ålder;2016;51667
1293 Hässleholm;totalt ålder;2017;52003
1293 Hässleholm;totalt ålder;2018;52121
1315 Hylte;totalt ålder;2008;10273
1315 Hylte;totalt ålder;2009;10277
1315 Hylte;totalt ålder;2010;10177
1315 Hylte;totalt ålder;2011;10126
1315 Hylte;totalt ålder;2012;10032
1315 Hylte;totalt ålder;2013;10001
1315 Hylte;totalt ålder;2014;10278
1315 Hylte;totalt ålder;2015;10514
1315 Hylte;totalt ålder;2016;10954
1315 Hylte;totalt ålder;2017;10990
1315 Hylte;totalt ålder;2018;10914
1380 Halmstad;totalt ålder;2008;90241
1380 Halmstad;totalt ålder;2009;91087
1380 Halmstad;totalt ålder;2010;91800
1380 Halmstad;totalt ålder;2011;92294
1380 Halmstad;totalt ålder;2012;93231
1380 Halmstad;totalt ålder;2013;94084
1380 Halmstad;totalt ålder;2014;95532
1380 Halmstad;totalt ålder;2015;96952
1380 Halmstad;totalt ålder;2016;98538
1380 Halmstad;totalt ålder;2017;99752
1380 Halmstad;totalt ålder;2018;101268
1381 Laholm;totalt ålder;2008;23258
1381 Laholm;totalt ålder;2009;23345
1381 Laholm;totalt ålder;2010;23390
1381 Laholm;totalt ålder;2011;23470
1381 Laholm;totalt ålder;2012;23458
1381 Laholm;totalt ålder;2013;23517
1381 Laholm;totalt ålder;2014;23781
1381 Laholm;totalt ålder;2015;24195
1381 Laholm;totalt ålder;2016;24664
1381 Laholm;totalt ålder;2017;25147
1381 Laholm;totalt ålder;2018;25491
1382 Falkenberg;totalt ålder;2008;40451
1382 Falkenberg;totalt ålder;2009;40739
1382 Falkenberg;totalt ålder;2010;41008
1382 Falkenberg;totalt ålder;2011;41304
1382 Falkenberg;totalt ålder;2012;41423
1382 Falkenberg;totalt ålder;2013;41912
1382 Falkenberg;totalt ålder;2014;42433
1382 Falkenberg;totalt ålder;2015;42949
1382 Falkenberg;totalt ålder;2016;43867
1382 Falkenberg;totalt ålder;2017;44195
1382 Falkenberg;totalt ålder;2018;44701
1383 Varberg;totalt ålder;2008;56673
1383 Varberg;totalt ålder;2009;57439
1383 Varberg;totalt ålder;2010;58084
1383 Varberg;totalt ålder;2011;58576
1383 Varberg;totalt ålder;2012;59186
1383 Varberg;totalt ålder;2013;59936
1383 Varberg;totalt ålder;2014;60422
1383 Varberg;totalt ålder;2015;61030
1383 Varberg;totalt ålder;2016;61868
1383 Varberg;totalt ålder;2017;62755
1383 Varberg;totalt ålder;2018;63630
1384 Kungsbacka;totalt ålder;2008;72676
1384 Kungsbacka;totalt ålder;2009;73938
1384 Kungsbacka;totalt ålder;2010;75025
1384 Kungsbacka;totalt ålder;2011;75954
1384 Kungsbacka;totalt ålder;2012;76786
1384 Kungsbacka;totalt ålder;2013;77390
1384 Kungsbacka;totalt ålder;2014;78219
1384 Kungsbacka;totalt ålder;2015;79144
1384 Kungsbacka;totalt ålder;2016;80442
1384 Kungsbacka;totalt ålder;2017;81986
1384 Kungsbacka;totalt ålder;2018;83348
1401 Härryda;totalt ålder;2008;33580
1401 Härryda;totalt ålder;2009;34007
1401 Härryda;totalt ålder;2010;34463
1401 Härryda;totalt ålder;2011;34854
1401 Härryda;totalt ålder;2012;35223
1401 Härryda;totalt ålder;2013;35732
1401 Härryda;totalt ålder;2014;36291
1401 Härryda;totalt ålder;2015;36651
1401 Härryda;totalt ålder;2016;37108
1401 Härryda;totalt ålder;2017;37412
1401 Härryda;totalt ålder;2018;37802
1402 Partille;totalt ålder;2008;33802
1402 Partille;totalt ålder;2009;34382
1402 Partille;totalt ålder;2010;35084
1402 Partille;totalt ålder;2011;35518
1402 Partille;totalt ålder;2012;35837
1402 Partille;totalt ålder;2013;36147
1402 Partille;totalt ålder;2014;36528
1402 Partille;totalt ålder;2015;36977
1402 Partille;totalt ålder;2016;37316
1402 Partille;totalt ålder;2017;37880
1402 Partille;totalt ålder;2018;38443
1407 Öckerö;totalt ålder;2008;12250
1407 Öckerö;totalt ålder;2009;12292
1407 Öckerö;totalt ålder;2010;12449
1407 Öckerö;totalt ålder;2011;12487
1407 Öckerö;totalt ålder;2012;12539
1407 Öckerö;totalt ålder;2013;12574
1407 Öckerö;totalt ålder;2014;12645
1407 Öckerö;totalt ålder;2015;12682
1407 Öckerö;totalt ålder;2016;12773
1407 Öckerö;totalt ålder;2017;12923
1407 Öckerö;totalt ålder;2018;12945
1415 Stenungsund;totalt ålder;2008;23657
1415 Stenungsund;totalt ålder;2009;23983
1415 Stenungsund;totalt ålder;2010;24292
1415 Stenungsund;totalt ålder;2011;24601
1415 Stenungsund;totalt ålder;2012;24868
1415 Stenungsund;totalt ålder;2013;24932
1415 Stenungsund;totalt ålder;2014;25275
1415 Stenungsund;totalt ålder;2015;25508
1415 Stenungsund;totalt ålder;2016;25815
1415 Stenungsund;totalt ålder;2017;26224
1415 Stenungsund;totalt ålder;2018;26503
1419 Tjörn;totalt ålder;2008;14963
1419 Tjörn;totalt ålder;2009;14961
1419 Tjörn;totalt ålder;2010;14955
1419 Tjörn;totalt ålder;2011;14959
1419 Tjörn;totalt ålder;2012;14974
1419 Tjörn;totalt ålder;2013;15050
1419 Tjörn;totalt ålder;2014;15135
1419 Tjörn;totalt ålder;2015;15315
1419 Tjörn;totalt ålder;2016;15584
1419 Tjörn;totalt ålder;2017;15790
1419 Tjörn;totalt ålder;2018;15922
1421 Orust;totalt ålder;2008;15327
1421 Orust;totalt ålder;2009;15308
1421 Orust;totalt ålder;2010;15221
1421 Orust;totalt ålder;2011;15129
1421 Orust;totalt ålder;2012;15083
1421 Orust;totalt ålder;2013;15036
1421 Orust;totalt ålder;2014;15054
1421 Orust;totalt ålder;2015;15010
1421 Orust;totalt ålder;2016;15093
1421 Orust;totalt ålder;2017;15108
1421 Orust;totalt ålder;2018;15110
1427 Sotenäs;totalt ålder;2008;9170
1427 Sotenäs;totalt ålder;2009;9112
1427 Sotenäs;totalt ålder;2010;9052
1427 Sotenäs;totalt ålder;2011;9007
1427 Sotenäs;totalt ålder;2012;9004
1427 Sotenäs;totalt ålder;2013;8928
1427 Sotenäs;totalt ålder;2014;8931
1427 Sotenäs;totalt ålder;2015;9006
1427 Sotenäs;totalt ålder;2016;9065
1427 Sotenäs;totalt ålder;2017;9073
1427 Sotenäs;totalt ålder;2018;9030
1430 Munkedal;totalt ålder;2008;10245
1430 Munkedal;totalt ålder;2009;10246
1430 Munkedal;totalt ålder;2010;10181
1430 Munkedal;totalt ålder;2011;10223
1430 Munkedal;totalt ålder;2012;10173
1430 Munkedal;totalt ålder;2013;10205
1430 Munkedal;totalt ålder;2014;10243
1430 Munkedal;totalt ålder;2015;10205
1430 Munkedal;totalt ålder;2016;10361
1430 Munkedal;totalt ålder;2017;10423
1430 Munkedal;totalt ålder;2018;10503
1435 Tanum;totalt ålder;2008;12271
1435 Tanum;totalt ålder;2009;12253
1435 Tanum;totalt ålder;2010;12370
1435 Tanum;totalt ålder;2011;12320
1435 Tanum;totalt ålder;2012;12270
1435 Tanum;totalt ålder;2013;12303
1435 Tanum;totalt ålder;2014;12346
1435 Tanum;totalt ålder;2015;12455
1435 Tanum;totalt ålder;2016;12606
1435 Tanum;totalt ålder;2017;12763
1435 Tanum;totalt ålder;2018;12873
1438 Dals-Ed;totalt ålder;2008;4788
1438 Dals-Ed;totalt ålder;2009;4729
1438 Dals-Ed;totalt ålder;2010;4692
1438 Dals-Ed;totalt ålder;2011;4679
1438 Dals-Ed;totalt ålder;2012;4665
1438 Dals-Ed;totalt ålder;2013;4740
1438 Dals-Ed;totalt ålder;2014;4764
1438 Dals-Ed;totalt ålder;2015;4799
1438 Dals-Ed;totalt ålder;2016;4777
1438 Dals-Ed;totalt ålder;2017;4763
1438 Dals-Ed;totalt ålder;2018;4806
1439 Färgelanda;totalt ålder;2008;6744
1439 Färgelanda;totalt ålder;2009;6691
1439 Färgelanda;totalt ålder;2010;6654
1439 Färgelanda;totalt ålder;2011;6606
1439 Färgelanda;totalt ålder;2012;6549
1439 Färgelanda;totalt ålder;2013;6520
1439 Färgelanda;totalt ålder;2014;6502
1439 Färgelanda;totalt ålder;2015;6495
1439 Färgelanda;totalt ålder;2016;6627
1439 Färgelanda;totalt ålder;2017;6592
1439 Färgelanda;totalt ålder;2018;6602
1440 Ale;totalt ålder;2008;27323
1440 Ale;totalt ålder;2009;27394
1440 Ale;totalt ålder;2010;27442
1440 Ale;totalt ålder;2011;27577
1440 Ale;totalt ålder;2012;27842
1440 Ale;totalt ålder;2013;28074
1440 Ale;totalt ålder;2014;28423
1440 Ale;totalt ålder;2015;28862
1440 Ale;totalt ålder;2016;29549
1440 Ale;totalt ålder;2017;30223
1440 Ale;totalt ålder;2018;30926
1441 Lerum;totalt ålder;2008;38085
1441 Lerum;totalt ålder;2009;38301
1441 Lerum;totalt ålder;2010;38580
1441 Lerum;totalt ålder;2011;38788
1441 Lerum;totalt ålder;2012;39070
1441 Lerum;totalt ålder;2013;39319
1441 Lerum;totalt ålder;2014;39771
1441 Lerum;totalt ålder;2015;40181
1441 Lerum;totalt ålder;2016;40692
1441 Lerum;totalt ålder;2017;41510
1441 Lerum;totalt ålder;2018;42137
1442 Vårgårda;totalt ålder;2008;10976
1442 Vårgårda;totalt ålder;2009;10967
1442 Vårgårda;totalt ålder;2010;10943
1442 Vårgårda;totalt ålder;2011;10994
1442 Vårgårda;totalt ålder;2012;11030
1442 Vårgårda;totalt ålder;2013;11065
1442 Vårgårda;totalt ålder;2014;11089
1442 Vårgårda;totalt ålder;2015;11165
1442 Vårgårda;totalt ålder;2016;11295
1442 Vårgårda;totalt ålder;2017;11490
1442 Vårgårda;totalt ålder;2018;11658
1443 Bollebygd;totalt ålder;2008;8232
1443 Bollebygd;totalt ålder;2009;8253
1443 Bollebygd;totalt ålder;2010;8375
1443 Bollebygd;totalt ålder;2011;8356
1443 Bollebygd;totalt ålder;2012;8507
1443 Bollebygd;totalt ålder;2013;8562
1443 Bollebygd;totalt ålder;2014;8652
1443 Bollebygd;totalt ålder;2015;8799
1443 Bollebygd;totalt ålder;2016;9102
1443 Bollebygd;totalt ålder;2017;9262
1443 Bollebygd;totalt ålder;2018;9427
1444 Grästorp;totalt ålder;2008;5851
1444 Grästorp;totalt ålder;2009;5857
1444 Grästorp;totalt ålder;2010;5776
1444 Grästorp;totalt ålder;2011;5674
1444 Grästorp;totalt ålder;2012;5639
1444 Grästorp;totalt ålder;2013;5641
1444 Grästorp;totalt ålder;2014;5630
1444 Grästorp;totalt ålder;2015;5644
1444 Grästorp;totalt ålder;2016;5721
1444 Grästorp;totalt ålder;2017;5750
1444 Grästorp;totalt ålder;2018;5731
1445 Essunga;totalt ålder;2008;5625
1445 Essunga;totalt ålder;2009;5601
1445 Essunga;totalt ålder;2010;5564
1445 Essunga;totalt ålder;2011;5493
1445 Essunga;totalt ålder;2012;5502
1445 Essunga;totalt ålder;2013;5494
1445 Essunga;totalt ålder;2014;5538
1445 Essunga;totalt ålder;2015;5590
1445 Essunga;totalt ålder;2016;5620
1445 Essunga;totalt ålder;2017;5647
1445 Essunga;totalt ålder;2018;5671
1446 Karlsborg;totalt ålder;2008;6790
1446 Karlsborg;totalt ålder;2009;6784
1446 Karlsborg;totalt ålder;2010;6752
1446 Karlsborg;totalt ålder;2011;6722
1446 Karlsborg;totalt ålder;2012;6699
1446 Karlsborg;totalt ålder;2013;6757
1446 Karlsborg;totalt ålder;2014;6786
1446 Karlsborg;totalt ålder;2015;6764
1446 Karlsborg;totalt ålder;2016;6913
1446 Karlsborg;totalt ålder;2017;6954
1446 Karlsborg;totalt ålder;2018;6941
1447 Gullspång;totalt ålder;2008;5371
1447 Gullspång;totalt ålder;2009;5335
1447 Gullspång;totalt ålder;2010;5291
1447 Gullspång;totalt ålder;2011;5251
1447 Gullspång;totalt ålder;2012;5221
1447 Gullspång;totalt ålder;2013;5185
1447 Gullspång;totalt ålder;2014;5240
1447 Gullspång;totalt ålder;2015;5229
1447 Gullspång;totalt ålder;2016;5307
1447 Gullspång;totalt ålder;2017;5280
1447 Gullspång;totalt ålder;2018;5293
1452 Tranemo;totalt ålder;2008;11721
1452 Tranemo;totalt ålder;2009;11622
1452 Tranemo;totalt ålder;2010;11587
1452 Tranemo;totalt ålder;2011;11606
1452 Tranemo;totalt ålder;2012;11573
1452 Tranemo;totalt ålder;2013;11531
1452 Tranemo;totalt ålder;2014;11640
1452 Tranemo;totalt ålder;2015;11619
1452 Tranemo;totalt ålder;2016;11776
1452 Tranemo;totalt ålder;2017;11841
1452 Tranemo;totalt ålder;2018;11874
1460 Bengtsfors;totalt ålder;2008;9897
1460 Bengtsfors;totalt ålder;2009;9841
1460 Bengtsfors;totalt ålder;2010;9791
1460 Bengtsfors;totalt ålder;2011;9680
1460 Bengtsfors;totalt ålder;2012;9588
1460 Bengtsfors;totalt ålder;2013;9550
1460 Bengtsfors;totalt ålder;2014;9556
1460 Bengtsfors;totalt ålder;2015;9626
1460 Bengtsfors;totalt ålder;2016;9940
1460 Bengtsfors;totalt ålder;2017;9905
1460 Bengtsfors;totalt ålder;2018;9846
1461 Mellerud;totalt ålder;2008;9442
1461 Mellerud;totalt ålder;2009;9261
1461 Mellerud;totalt ålder;2010;9179
1461 Mellerud;totalt ålder;2011;9068
1461 Mellerud;totalt ålder;2012;8946
1461 Mellerud;totalt ålder;2013;8892
1461 Mellerud;totalt ålder;2014;8936
1461 Mellerud;totalt ålder;2015;9169
1461 Mellerud;totalt ålder;2016;9323
1461 Mellerud;totalt ålder;2017;9377
1461 Mellerud;totalt ålder;2018;9354
1462 Lilla Edet;totalt ålder;2008;12831
1462 Lilla Edet;totalt ålder;2009;12773
1462 Lilla Edet;totalt ålder;2010;12578
1462 Lilla Edet;totalt ålder;2011;12540
1462 Lilla Edet;totalt ålder;2012;12580
1462 Lilla Edet;totalt ålder;2013;12829
1462 Lilla Edet;totalt ålder;2014;13031
1462 Lilla Edet;totalt ålder;2015;13178
1462 Lilla Edet;totalt ålder;2016;13728
1462 Lilla Edet;totalt ålder;2017;13961
1462 Lilla Edet;totalt ålder;2018;14046
1463 Mark;totalt ålder;2008;33807
1463 Mark;totalt ålder;2009;33821
1463 Mark;totalt ålder;2010;33845
1463 Mark;totalt ålder;2011;33791
1463 Mark;totalt ålder;2012;33763
1463 Mark;totalt ålder;2013;33753
1463 Mark;totalt ålder;2014;33887
1463 Mark;totalt ålder;2015;33906
1463 Mark;totalt ålder;2016;34218
1463 Mark;totalt ålder;2017;34484
1463 Mark;totalt ålder;2018;34781
1465 Svenljunga;totalt ålder;2008;10313
1465 Svenljunga;totalt ålder;2009;10291
1465 Svenljunga;totalt ålder;2010;10288
1465 Svenljunga;totalt ålder;2011;10282
1465 Svenljunga;totalt ålder;2012;10239
1465 Svenljunga;totalt ålder;2013;10299
1465 Svenljunga;totalt ålder;2014;10365
1465 Svenljunga;totalt ålder;2015;10506
1465 Svenljunga;totalt ålder;2016;10679
1465 Svenljunga;totalt ålder;2017;10659
1465 Svenljunga;totalt ålder;2018;10683
1466 Herrljunga;totalt ålder;2008;9280
1466 Herrljunga;totalt ålder;2009;9348
1466 Herrljunga;totalt ålder;2010;9314
1466 Herrljunga;totalt ålder;2011;9284
1466 Herrljunga;totalt ålder;2012;9282
1466 Herrljunga;totalt ålder;2013;9274
1466 Herrljunga;totalt ålder;2014;9376
1466 Herrljunga;totalt ålder;2015;9349
1466 Herrljunga;totalt ålder;2016;9486
1466 Herrljunga;totalt ålder;2017;9485
1466 Herrljunga;totalt ålder;2018;9494
1470 Vara;totalt ålder;2008;15868
1470 Vara;totalt ålder;2009;15771
1470 Vara;totalt ålder;2010;15762
1470 Vara;totalt ålder;2011;15694
1470 Vara;totalt ålder;2012;15557
1470 Vara;totalt ålder;2013;15609
1470 Vara;totalt ålder;2014;15597
1470 Vara;totalt ålder;2015;15662
1470 Vara;totalt ålder;2016;15788
1470 Vara;totalt ålder;2017;15942
1470 Vara;totalt ålder;2018;15952
1471 Götene;totalt ålder;2008;13085
1471 Götene;totalt ålder;2009;13186
1471 Götene;totalt ålder;2010;13223
1471 Götene;totalt ålder;2011;13134
1471 Götene;totalt ålder;2012;13092
1471 Götene;totalt ålder;2013;13028
1471 Götene;totalt ålder;2014;13080
1471 Götene;totalt ålder;2015;13160
1471 Götene;totalt ålder;2016;13275
1471 Götene;totalt ålder;2017;13242
1471 Götene;totalt ålder;2018;13232
1472 Tibro;totalt ålder;2008;10662
1472 Tibro;totalt ålder;2009;10611
1472 Tibro;totalt ålder;2010;10560
1472 Tibro;totalt ålder;2011;10625
1472 Tibro;totalt ålder;2012;10673
1472 Tibro;totalt ålder;2013;10754
1472 Tibro;totalt ålder;2014;10864
1472 Tibro;totalt ålder;2015;10980
1472 Tibro;totalt ålder;2016;11070
1472 Tibro;totalt ålder;2017;11110
1472 Tibro;totalt ålder;2018;11168
1473 Töreboda;totalt ålder;2008;9256
1473 Töreboda;totalt ålder;2009;9255
1473 Töreboda;totalt ålder;2010;9113
1473 Töreboda;totalt ålder;2011;9063
1473 Töreboda;totalt ålder;2012;9009
1473 Töreboda;totalt ålder;2013;8992
1473 Töreboda;totalt ålder;2014;9072
1473 Töreboda;totalt ålder;2015;9293
1473 Töreboda;totalt ålder;2016;9435
1473 Töreboda;totalt ålder;2017;9414
1473 Töreboda;totalt ålder;2018;9312
1480 Göteborg;totalt ålder;2008;500197
1480 Göteborg;totalt ålder;2009;507330
1480 Göteborg;totalt ålder;2010;513751
1480 Göteborg;totalt ålder;2011;520374
1480 Göteborg;totalt ålder;2012;526089
1480 Göteborg;totalt ålder;2013;533271
1480 Göteborg;totalt ålder;2014;541145
1480 Göteborg;totalt ålder;2015;548190
1480 Göteborg;totalt ålder;2016;556640
1480 Göteborg;totalt ålder;2017;564039
1480 Göteborg;totalt ålder;2018;571868
1481 Mölndal;totalt ålder;2008;59812
1481 Mölndal;totalt ålder;2009;60381
1481 Mölndal;totalt ålder;2010;60973
1481 Mölndal;totalt ålder;2011;61337
1481 Mölndal;totalt ålder;2012;61659
1481 Mölndal;totalt ålder;2013;61978
1481 Mölndal;totalt ålder;2014;62927
1481 Mölndal;totalt ålder;2015;63340
1481 Mölndal;totalt ålder;2016;64465
1481 Mölndal;totalt ålder;2017;66121
1481 Mölndal;totalt ålder;2018;68152
1482 Kungälv;totalt ålder;2008;40268
1482 Kungälv;totalt ålder;2009;40727
1482 Kungälv;totalt ålder;2010;41241
1482 Kungälv;totalt ålder;2011;41538
1482 Kungälv;totalt ålder;2012;41753
1482 Kungälv;totalt ålder;2013;42109
1482 Kungälv;totalt ålder;2014;42334
1482 Kungälv;totalt ålder;2015;42730
1482 Kungälv;totalt ålder;2016;43289
1482 Kungälv;totalt ålder;2017;44110
1482 Kungälv;totalt ålder;2018;45086
1484 Lysekil;totalt ålder;2008;14659
1484 Lysekil;totalt ålder;2009;14535
1484 Lysekil;totalt ålder;2010;14521
1484 Lysekil;totalt ålder;2011;14398
1484 Lysekil;totalt ålder;2012;14396
1484 Lysekil;totalt ålder;2013;14369
1484 Lysekil;totalt ålder;2014;14299
1484 Lysekil;totalt ålder;2015;14464
1484 Lysekil;totalt ålder;2016;14570
1484 Lysekil;totalt ålder;2017;14621
1484 Lysekil;totalt ålder;2018;14611
1485 Uddevalla;totalt ålder;2008;51186
1485 Uddevalla;totalt ålder;2009;51518
1485 Uddevalla;totalt ålder;2010;51868
1485 Uddevalla;totalt ålder;2011;52156
1485 Uddevalla;totalt ålder;2012;52530
1485 Uddevalla;totalt ålder;2013;53025
1485 Uddevalla;totalt ålder;2014;53517
1485 Uddevalla;totalt ålder;2015;54180
1485 Uddevalla;totalt ålder;2016;55164
1485 Uddevalla;totalt ålder;2017;55763
1485 Uddevalla;totalt ålder;2018;56259
1486 Strömstad;totalt ålder;2008;11607
1486 Strömstad;totalt ålder;2009;11690
1486 Strömstad;totalt ålder;2010;11808
1486 Strömstad;totalt ålder;2011;12010
1486 Strömstad;totalt ålder;2012;12295
1486 Strömstad;totalt ålder;2013;12480
1486 Strömstad;totalt ålder;2014;12694
1486 Strömstad;totalt ålder;2015;12854
1486 Strömstad;totalt ålder;2016;13079
1486 Strömstad;totalt ålder;2017;13218
1486 Strömstad;totalt ålder;2018;13253
1487 Vänersborg;totalt ålder;2008;36991
1487 Vänersborg;totalt ålder;2009;36871
1487 Vänersborg;totalt ålder;2010;36857
1487 Vänersborg;totalt ålder;2011;36962
1487 Vänersborg;totalt ålder;2012;36968
1487 Vänersborg;totalt ålder;2013;37369
1487 Vänersborg;totalt ålder;2014;37890
1487 Vänersborg;totalt ålder;2015;38381
1487 Vänersborg;totalt ålder;2016;38955
1487 Vänersborg;totalt ålder;2017;39151
1487 Vänersborg;totalt ålder;2018;39411
1488 Trollhättan;totalt ålder;2008;54487
1488 Trollhättan;totalt ålder;2009;54873
1488 Trollhättan;totalt ålder;2010;55248
1488 Trollhättan;totalt ålder;2011;55499
1488 Trollhättan;totalt ålder;2012;55749
1488 Trollhättan;totalt ålder;2013;56573
1488 Trollhättan;totalt ålder;2014;56929
1488 Trollhättan;totalt ålder;2015;57092
1488 Trollhättan;totalt ålder;2016;57753
1488 Trollhättan;totalt ålder;2017;58238
1488 Trollhättan;totalt ålder;2018;58728
1489 Alingsås;totalt ålder;2008;37247
1489 Alingsås;totalt ålder;2009;37515
1489 Alingsås;totalt ålder;2010;37796
