region;ålder;år;Folkmängd
2080 Falun;totalt ålder;2014;56896
2080 Falun;totalt ålder;2015;57062
2080 Falun;totalt ålder;2016;57685
2080 Falun;totalt ålder;2017;58340
2080 Falun;totalt ålder;2018;58923
2081 Borlänge;totalt ålder;2008;48185
2081 Borlänge;totalt ålder;2009;48681
2081 Borlänge;totalt ålder;2010;49251
2081 Borlänge;totalt ålder;2011;49323
2081 Borlänge;totalt ålder;2012;49482
2081 Borlänge;totalt ålder;2013;50023
2081 Borlänge;totalt ålder;2014;50715
2081 Borlänge;totalt ålder;2015;50988
2081 Borlänge;totalt ålder;2016;51604
2081 Borlänge;totalt ålder;2017;51964
2081 Borlänge;totalt ålder;2018;52224
2082 Säter;totalt ålder;2008;10957
2082 Säter;totalt ålder;2009;10900
2082 Säter;totalt ålder;2010;10840
2082 Säter;totalt ålder;2011;10861
2082 Säter;totalt ålder;2012;10851
2082 Säter;totalt ålder;2013;10873
2082 Säter;totalt ålder;2014;10886
2082 Säter;totalt ålder;2015;11009
2082 Säter;totalt ålder;2016;11086
2082 Säter;totalt ålder;2017;11160
2082 Säter;totalt ålder;2018;11123
2083 Hedemora;totalt ålder;2008;15259
2083 Hedemora;totalt ålder;2009;15195
2083 Hedemora;totalt ålder;2010;15164
2083 Hedemora;totalt ålder;2011;15119
2083 Hedemora;totalt ålder;2012;15064
2083 Hedemora;totalt ålder;2013;15021
2083 Hedemora;totalt ålder;2014;15085
2083 Hedemora;totalt ålder;2015;15235
2083 Hedemora;totalt ålder;2016;15461
2083 Hedemora;totalt ålder;2017;15566
2083 Hedemora;totalt ålder;2018;15457
2084 Avesta;totalt ålder;2008;21937
2084 Avesta;totalt ålder;2009;21762
2084 Avesta;totalt ålder;2010;21583
2084 Avesta;totalt ålder;2011;21486
2084 Avesta;totalt ålder;2012;21467
2084 Avesta;totalt ålder;2013;21582
2084 Avesta;totalt ålder;2014;22022
2084 Avesta;totalt ålder;2015;22781
2084 Avesta;totalt ålder;2016;23161
2084 Avesta;totalt ålder;2017;23256
2084 Avesta;totalt ålder;2018;23323
2085 Ludvika;totalt ålder;2008;25522
2085 Ludvika;totalt ålder;2009;25650
2085 Ludvika;totalt ålder;2010;25810
2085 Ludvika;totalt ålder;2011;25586
2085 Ludvika;totalt ålder;2012;25639
2085 Ludvika;totalt ålder;2013;25712
2085 Ludvika;totalt ålder;2014;26030
2085 Ludvika;totalt ålder;2015;26362
2085 Ludvika;totalt ålder;2016;26933
2085 Ludvika;totalt ålder;2017;26992
2085 Ludvika;totalt ålder;2018;26946
2101 Ockelbo;totalt ålder;2008;6027
2101 Ockelbo;totalt ålder;2009;5982
2101 Ockelbo;totalt ålder;2010;5936
2101 Ockelbo;totalt ålder;2011;5907
2101 Ockelbo;totalt ålder;2012;5850
2101 Ockelbo;totalt ålder;2013;5785
2101 Ockelbo;totalt ålder;2014;5765
2101 Ockelbo;totalt ålder;2015;5849
2101 Ockelbo;totalt ålder;2016;5856
2101 Ockelbo;totalt ålder;2017;5896
2101 Ockelbo;totalt ålder;2018;5906
2104 Hofors;totalt ålder;2008;9896
2104 Hofors;totalt ålder;2009;9873
2104 Hofors;totalt ålder;2010;9741
2104 Hofors;totalt ålder;2011;9578
2104 Hofors;totalt ålder;2012;9521
2104 Hofors;totalt ålder;2013;9511
2104 Hofors;totalt ålder;2014;9431
2104 Hofors;totalt ålder;2015;9435
2104 Hofors;totalt ålder;2016;9564
2104 Hofors;totalt ålder;2017;9660
2104 Hofors;totalt ålder;2018;9602
2121 Ovanåker;totalt ålder;2008;11647
2121 Ovanåker;totalt ålder;2009;11530
2121 Ovanåker;totalt ålder;2010;11440
2121 Ovanåker;totalt ålder;2011;11404
2121 Ovanåker;totalt ålder;2012;11392
2121 Ovanåker;totalt ålder;2013;11354
2121 Ovanåker;totalt ålder;2014;11432
2121 Ovanåker;totalt ålder;2015;11469
2121 Ovanåker;totalt ålder;2016;11631
2121 Ovanåker;totalt ålder;2017;11609
2121 Ovanåker;totalt ålder;2018;11684
2132 Nordanstig;totalt ålder;2008;9736
2132 Nordanstig;totalt ålder;2009;9646
2132 Nordanstig;totalt ålder;2010;9611
2132 Nordanstig;totalt ålder;2011;9533
2132 Nordanstig;totalt ålder;2012;9533
2132 Nordanstig;totalt ålder;2013;9491
2132 Nordanstig;totalt ålder;2014;9493
2132 Nordanstig;totalt ålder;2015;9490
2132 Nordanstig;totalt ålder;2016;9511
2132 Nordanstig;totalt ålder;2017;9481
2132 Nordanstig;totalt ålder;2018;9517
2161 Ljusdal;totalt ålder;2008;19133
2161 Ljusdal;totalt ålder;2009;19077
2161 Ljusdal;totalt ålder;2010;19065
2161 Ljusdal;totalt ålder;2011;18974
2161 Ljusdal;totalt ålder;2012;18880
2161 Ljusdal;totalt ålder;2013;18931
2161 Ljusdal;totalt ålder;2014;18949
2161 Ljusdal;totalt ålder;2015;19027
2161 Ljusdal;totalt ålder;2016;19067
2161 Ljusdal;totalt ålder;2017;19028
2161 Ljusdal;totalt ålder;2018;19033
2180 Gävle;totalt ålder;2008;93509
2180 Gävle;totalt ålder;2009;94352
2180 Gävle;totalt ålder;2010;95055
2180 Gävle;totalt ålder;2011;95428
2180 Gävle;totalt ålder;2012;96170
2180 Gävle;totalt ålder;2013;97236
2180 Gävle;totalt ålder;2014;98314
2180 Gävle;totalt ålder;2015;98877
2180 Gävle;totalt ålder;2016;99788
2180 Gävle;totalt ålder;2017;100603
2180 Gävle;totalt ålder;2018;101455
2181 Sandviken;totalt ålder;2008;36879
2181 Sandviken;totalt ålder;2009;36978
2181 Sandviken;totalt ålder;2010;36916
2181 Sandviken;totalt ålder;2011;36995
2181 Sandviken;totalt ålder;2012;37089
2181 Sandviken;totalt ålder;2013;37250
2181 Sandviken;totalt ålder;2014;37833
2181 Sandviken;totalt ålder;2015;38314
2181 Sandviken;totalt ålder;2016;38949
2181 Sandviken;totalt ålder;2017;39259
2181 Sandviken;totalt ålder;2018;39208
2182 Söderhamn;totalt ålder;2008;25987
2182 Söderhamn;totalt ålder;2009;25759
2182 Söderhamn;totalt ålder;2010;25647
2182 Söderhamn;totalt ålder;2011;25334
2182 Söderhamn;totalt ålder;2012;25223
2182 Söderhamn;totalt ålder;2013;25442
2182 Söderhamn;totalt ålder;2014;25456
2182 Söderhamn;totalt ålder;2015;25785
2182 Söderhamn;totalt ålder;2016;25992
2182 Söderhamn;totalt ålder;2017;25782
2182 Söderhamn;totalt ålder;2018;25721
2183 Bollnäs;totalt ålder;2008;26189
2183 Bollnäs;totalt ålder;2009;26175
2183 Bollnäs;totalt ålder;2010;26248
2183 Bollnäs;totalt ålder;2011;26193
2183 Bollnäs;totalt ålder;2012;26158
2183 Bollnäs;totalt ålder;2013;26141
2183 Bollnäs;totalt ålder;2014;26394
2183 Bollnäs;totalt ålder;2015;26594
2183 Bollnäs;totalt ålder;2016;26929
2183 Bollnäs;totalt ålder;2017;26918
2183 Bollnäs;totalt ålder;2018;26991
2184 Hudiksvall;totalt ålder;2008;36905
2184 Hudiksvall;totalt ålder;2009;36848
2184 Hudiksvall;totalt ålder;2010;36849
2184 Hudiksvall;totalt ålder;2011;36784
2184 Hudiksvall;totalt ålder;2012;36821
2184 Hudiksvall;totalt ålder;2013;36829
2184 Hudiksvall;totalt ålder;2014;36924
2184 Hudiksvall;totalt ålder;2015;36975
2184 Hudiksvall;totalt ålder;2016;37299
2184 Hudiksvall;totalt ålder;2017;37401
2184 Hudiksvall;totalt ålder;2018;37430
2260 Ånge;totalt ålder;2008;10323
2260 Ånge;totalt ålder;2009;10148
2260 Ånge;totalt ålder;2010;10053
2260 Ånge;totalt ålder;2011;9839
2260 Ånge;totalt ålder;2012;9639
2260 Ånge;totalt ålder;2013;9548
2260 Ånge;totalt ålder;2014;9484
2260 Ånge;totalt ålder;2015;9493
2260 Ånge;totalt ålder;2016;9495
2260 Ånge;totalt ålder;2017;9480
2260 Ånge;totalt ålder;2018;9411
2262 Timrå;totalt ålder;2008;17980
2262 Timrå;totalt ålder;2009;17902
2262 Timrå;totalt ålder;2010;17990
2262 Timrå;totalt ålder;2011;18026
2262 Timrå;totalt ålder;2012;17997
2262 Timrå;totalt ålder;2013;18062
2262 Timrå;totalt ålder;2014;18025
2262 Timrå;totalt ålder;2015;17987
2262 Timrå;totalt ålder;2016;17992
2262 Timrå;totalt ålder;2017;18030
2262 Timrå;totalt ålder;2018;18060
2280 Härnösand;totalt ålder;2008;24716
2280 Härnösand;totalt ålder;2009;24675
2280 Härnösand;totalt ålder;2010;24611
2280 Härnösand;totalt ålder;2011;24541
2280 Härnösand;totalt ålder;2012;24398
2280 Härnösand;totalt ålder;2013;24509
2280 Härnösand;totalt ålder;2014;24755
2280 Härnösand;totalt ålder;2015;25066
2280 Härnösand;totalt ålder;2016;25269
2280 Härnösand;totalt ålder;2017;25190
2280 Härnösand;totalt ålder;2018;25120
2281 Sundsvall;totalt ålder;2008;94955
2281 Sundsvall;totalt ålder;2009;95533
2281 Sundsvall;totalt ålder;2010;95732
2281 Sundsvall;totalt ålder;2011;96113
2281 Sundsvall;totalt ålder;2012;96687
2281 Sundsvall;totalt ålder;2013;96978
2281 Sundsvall;totalt ålder;2014;97338
2281 Sundsvall;totalt ålder;2015;97633
2281 Sundsvall;totalt ålder;2016;98325
2281 Sundsvall;totalt ålder;2017;98810
2281 Sundsvall;totalt ålder;2018;98850
2282 Kramfors;totalt ålder;2008;19473
2282 Kramfors;totalt ålder;2009;19214
2282 Kramfors;totalt ålder;2010;18911
2282 Kramfors;totalt ålder;2011;18742
2282 Kramfors;totalt ålder;2012;18516
2282 Kramfors;totalt ålder;2013;18450
2282 Kramfors;totalt ålder;2014;18435
2282 Kramfors;totalt ålder;2015;18359
2282 Kramfors;totalt ålder;2016;18681
2282 Kramfors;totalt ålder;2017;18610
2282 Kramfors;totalt ålder;2018;18423
2283 Sollefteå;totalt ålder;2008;20538
2283 Sollefteå;totalt ålder;2009;20442
2283 Sollefteå;totalt ålder;2010;20255
2283 Sollefteå;totalt ålder;2011;19964
2283 Sollefteå;totalt ålder;2012;19736
2283 Sollefteå;totalt ålder;2013;19623
2283 Sollefteå;totalt ålder;2014;19776
2283 Sollefteå;totalt ålder;2015;19783
2283 Sollefteå;totalt ålder;2016;19846
2283 Sollefteå;totalt ålder;2017;19709
2283 Sollefteå;totalt ålder;2018;19500
2284 Örnsköldsvik;totalt ålder;2008;55387
2284 Örnsköldsvik;totalt ålder;2009;55128
2284 Örnsköldsvik;totalt ålder;2010;55073
2284 Örnsköldsvik;totalt ålder;2011;54930
2284 Örnsköldsvik;totalt ålder;2012;55008
2284 Örnsköldsvik;totalt ålder;2013;54986
2284 Örnsköldsvik;totalt ålder;2014;55248
2284 Örnsköldsvik;totalt ålder;2015;55576
2284 Örnsköldsvik;totalt ålder;2016;55964
2284 Örnsköldsvik;totalt ålder;2017;56139
2284 Örnsköldsvik;totalt ålder;2018;56089
2303 Ragunda;totalt ålder;2008;5681
2303 Ragunda;totalt ålder;2009;5609
2303 Ragunda;totalt ålder;2010;5590
2303 Ragunda;totalt ålder;2011;5501
2303 Ragunda;totalt ålder;2012;5466
2303 Ragunda;totalt ålder;2013;5458
2303 Ragunda;totalt ålder;2014;5440
2303 Ragunda;totalt ålder;2015;5387
2303 Ragunda;totalt ålder;2016;5415
2303 Ragunda;totalt ålder;2017;5444
2303 Ragunda;totalt ålder;2018;5343
2305 Bräcke;totalt ålder;2008;7009
2305 Bräcke;totalt ålder;2009;6865
2305 Bräcke;totalt ålder;2010;6885
2305 Bräcke;totalt ålder;2011;6750
2305 Bräcke;totalt ålder;2012;6655
2305 Bräcke;totalt ålder;2013;6559
2305 Bräcke;totalt ålder;2014;6463
2305 Bräcke;totalt ålder;2015;6455
2305 Bräcke;totalt ålder;2016;6492
2305 Bräcke;totalt ålder;2017;6501
2305 Bräcke;totalt ålder;2018;6376
2309 Krokom;totalt ålder;2008;14324
2309 Krokom;totalt ålder;2009;14460
2309 Krokom;totalt ålder;2010;14535
2309 Krokom;totalt ålder;2011;14559
2309 Krokom;totalt ålder;2012;14590
2309 Krokom;totalt ålder;2013;14643
2309 Krokom;totalt ålder;2014;14648
2309 Krokom;totalt ålder;2015;14785
2309 Krokom;totalt ålder;2016;14843
2309 Krokom;totalt ålder;2017;14925
2309 Krokom;totalt ålder;2018;14858
2313 Strömsund;totalt ålder;2008;12532
2313 Strömsund;totalt ålder;2009;12286
2313 Strömsund;totalt ålder;2010;12185
2313 Strömsund;totalt ålder;2011;12171
2313 Strömsund;totalt ålder;2012;12138
2313 Strömsund;totalt ålder;2013;11984
2313 Strömsund;totalt ålder;2014;11873
2313 Strömsund;totalt ålder;2015;11712
2313 Strömsund;totalt ålder;2016;11809
2313 Strömsund;totalt ålder;2017;11791
2313 Strömsund;totalt ålder;2018;11703
2321 Åre;totalt ålder;2008;10259
2321 Åre;totalt ålder;2009;10278
2321 Åre;totalt ålder;2010;10274
2321 Åre;totalt ålder;2011;10259
2321 Åre;totalt ålder;2012;10406
2321 Åre;totalt ålder;2013;10420
2321 Åre;totalt ålder;2014;10555
2321 Åre;totalt ålder;2015;10677
2321 Åre;totalt ålder;2016;11088
2321 Åre;totalt ålder;2017;11268
2321 Åre;totalt ålder;2018;11529
2326 Berg;totalt ålder;2008;7533
2326 Berg;totalt ålder;2009;7447
2326 Berg;totalt ålder;2010;7352
2326 Berg;totalt ålder;2011;7345
2326 Berg;totalt ålder;2012;7215
2326 Berg;totalt ålder;2013;7160
2326 Berg;totalt ålder;2014;7067
2326 Berg;totalt ålder;2015;7032
2326 Berg;totalt ålder;2016;7081
2326 Berg;totalt ålder;2017;7122
2326 Berg;totalt ålder;2018;7097
2361 Härjedalen;totalt ålder;2008;10645
2361 Härjedalen;totalt ålder;2009;10585
2361 Härjedalen;totalt ålder;2010;10454
2361 Härjedalen;totalt ålder;2011;10341
2361 Härjedalen;totalt ålder;2012;10246
2361 Härjedalen;totalt ålder;2013;10281
2361 Härjedalen;totalt ålder;2014;10224
2361 Härjedalen;totalt ålder;2015;10262
2361 Härjedalen;totalt ålder;2016;10200
2361 Härjedalen;totalt ålder;2017;10154
2361 Härjedalen;totalt ålder;2018;10147
2380 Östersund;totalt ålder;2008;58914
2380 Östersund;totalt ålder;2009;59136
2380 Östersund;totalt ålder;2010;59416
2380 Östersund;totalt ålder;2011;59373
2380 Östersund;totalt ålder;2012;59485
2380 Östersund;totalt ålder;2013;59956
2380 Östersund;totalt ålder;2014;60495
2380 Östersund;totalt ålder;2015;61066
2380 Östersund;totalt ålder;2016;61745
2380 Östersund;totalt ålder;2017;62601
2380 Östersund;totalt ålder;2018;63227
2401 Nordmaling;totalt ålder;2008;7276
2401 Nordmaling;totalt ålder;2009;7205
2401 Nordmaling;totalt ålder;2010;7098
2401 Nordmaling;totalt ålder;2011;7048
2401 Nordmaling;totalt ålder;2012;7039
2401 Nordmaling;totalt ålder;2013;7006
2401 Nordmaling;totalt ålder;2014;7085
2401 Nordmaling;totalt ålder;2015;7060
2401 Nordmaling;totalt ålder;2016;7132
2401 Nordmaling;totalt ålder;2017;7103
2401 Nordmaling;totalt ålder;2018;7118
2403 Bjurholm;totalt ålder;2008;2516
2403 Bjurholm;totalt ålder;2009;2500
2403 Bjurholm;totalt ålder;2010;2460
2403 Bjurholm;totalt ålder;2011;2431
2403 Bjurholm;totalt ålder;2012;2421
2403 Bjurholm;totalt ålder;2013;2436
2403 Bjurholm;totalt ålder;2014;2451
2403 Bjurholm;totalt ålder;2015;2453
2403 Bjurholm;totalt ålder;2016;2454
2403 Bjurholm;totalt ålder;2017;2451
2403 Bjurholm;totalt ålder;2018;2450
2404 Vindeln;totalt ålder;2008;5613
2404 Vindeln;totalt ålder;2009;5519
2404 Vindeln;totalt ålder;2010;5507
2404 Vindeln;totalt ålder;2011;5434
2404 Vindeln;totalt ålder;2012;5359
2404 Vindeln;totalt ålder;2013;5344
2404 Vindeln;totalt ålder;2014;5383
2404 Vindeln;totalt ålder;2015;5371
2404 Vindeln;totalt ålder;2016;5413
2404 Vindeln;totalt ålder;2017;5412
2404 Vindeln;totalt ålder;2018;5436
2409 Robertsfors;totalt ålder;2008;6900
2409 Robertsfors;totalt ålder;2009;6880
2409 Robertsfors;totalt ålder;2010;6831
2409 Robertsfors;totalt ålder;2011;6762
2409 Robertsfors;totalt ålder;2012;6717
2409 Robertsfors;totalt ålder;2013;6738
2409 Robertsfors;totalt ålder;2014;6724
2409 Robertsfors;totalt ålder;2015;6771
2409 Robertsfors;totalt ålder;2016;6784
2409 Robertsfors;totalt ålder;2017;6784
2409 Robertsfors;totalt ålder;2018;6762
2417 Norsjö;totalt ålder;2008;4363
2417 Norsjö;totalt ålder;2009;4361
2417 Norsjö;totalt ålder;2010;4304
2417 Norsjö;totalt ålder;2011;4237
2417 Norsjö;totalt ålder;2012;4172
2417 Norsjö;totalt ålder;2013;4175
2417 Norsjö;totalt ålder;2014;4180
2417 Norsjö;totalt ålder;2015;4176
2417 Norsjö;totalt ålder;2016;4125
2417 Norsjö;totalt ålder;2017;4086
2417 Norsjö;totalt ålder;2018;4094
2418 Malå;totalt ålder;2008;3369
2418 Malå;totalt ålder;2009;3295
2418 Malå;totalt ålder;2010;3274
2418 Malå;totalt ålder;2011;3230
2418 Malå;totalt ålder;2012;3196
2418 Malå;totalt ålder;2013;3155
2418 Malå;totalt ålder;2014;3115
2418 Malå;totalt ålder;2015;3109
2418 Malå;totalt ålder;2016;3100
2418 Malå;totalt ålder;2017;3133
2418 Malå;totalt ålder;2018;3122
2421 Storuman;totalt ålder;2008;6304
2421 Storuman;totalt ålder;2009;6227
2421 Storuman;totalt ålder;2010;6120
2421 Storuman;totalt ålder;2011;6026
2421 Storuman;totalt ålder;2012;6006
2421 Storuman;totalt ålder;2013;5954
2421 Storuman;totalt ålder;2014;5955
2421 Storuman;totalt ålder;2015;5943
2421 Storuman;totalt ålder;2016;5899
2421 Storuman;totalt ålder;2017;5902
2421 Storuman;totalt ålder;2018;5912
2422 Sorsele;totalt ålder;2008;2733
2422 Sorsele;totalt ålder;2009;2743
2422 Sorsele;totalt ålder;2010;2736
2422 Sorsele;totalt ålder;2011;2729
2422 Sorsele;totalt ålder;2012;2673
2422 Sorsele;totalt ålder;2013;2595
2422 Sorsele;totalt ålder;2014;2565
2422 Sorsele;totalt ålder;2015;2516
2422 Sorsele;totalt ålder;2016;2535
2422 Sorsele;totalt ålder;2017;2516
2422 Sorsele;totalt ålder;2018;2522
2425 Dorotea;totalt ålder;2008;2914
2425 Dorotea;totalt ålder;2009;2900
2425 Dorotea;totalt ålder;2010;2878
2425 Dorotea;totalt ålder;2011;2862
2425 Dorotea;totalt ålder;2012;2794
2425 Dorotea;totalt ålder;2013;2757
2425 Dorotea;totalt ålder;2014;2757
2425 Dorotea;totalt ålder;2015;2740
2425 Dorotea;totalt ålder;2016;2719
2425 Dorotea;totalt ålder;2017;2646
2425 Dorotea;totalt ålder;2018;2568
2460 Vännäs;totalt ålder;2008;8357
2460 Vännäs;totalt ålder;2009;8357
2460 Vännäs;totalt ålder;2010;8414
2460 Vännäs;totalt ålder;2011;8465
2460 Vännäs;totalt ålder;2012;8522
2460 Vännäs;totalt ålder;2013;8583
2460 Vännäs;totalt ålder;2014;8616
2460 Vännäs;totalt ålder;2015;8593
2460 Vännäs;totalt ålder;2016;8695
2460 Vännäs;totalt ålder;2017;8776
2460 Vännäs;totalt ålder;2018;8785
2462 Vilhelmina;totalt ålder;2008;7220
2462 Vilhelmina;totalt ålder;2009;7156
2462 Vilhelmina;totalt ålder;2010;7135
2462 Vilhelmina;totalt ålder;2011;7048
2462 Vilhelmina;totalt ålder;2012;6941
2462 Vilhelmina;totalt ålder;2013;6887
2462 Vilhelmina;totalt ålder;2014;6848
2462 Vilhelmina;totalt ålder;2015;6829
2462 Vilhelmina;totalt ålder;2016;6805
2462 Vilhelmina;totalt ålder;2017;6787
2462 Vilhelmina;totalt ålder;2018;6752
2463 Åsele;totalt ålder;2008;3180
2463 Åsele;totalt ålder;2009;3133
2463 Åsele;totalt ålder;2010;3039
2463 Åsele;totalt ålder;2011;3007
2463 Åsele;totalt ålder;2012;2958
2463 Åsele;totalt ålder;2013;2875
2463 Åsele;totalt ålder;2014;2838
2463 Åsele;totalt ålder;2015;2832
2463 Åsele;totalt ålder;2016;2875
2463 Åsele;totalt ålder;2017;2809
2463 Åsele;totalt ålder;2018;2819
2480 Umeå;totalt ålder;2008;112728
2480 Umeå;totalt ålder;2009;114075
2480 Umeå;totalt ålder;2010;115473
2480 Umeå;totalt ålder;2011;116465
2480 Umeå;totalt ålder;2012;117294
2480 Umeå;totalt ålder;2013;118349
2480 Umeå;totalt ålder;2014;119613
2480 Umeå;totalt ålder;2015;120777
2480 Umeå;totalt ålder;2016;122892
2480 Umeå;totalt ålder;2017;125080
2480 Umeå;totalt ålder;2018;127119
2481 Lycksele;totalt ålder;2008;12477
2481 Lycksele;totalt ålder;2009;12427
2481 Lycksele;totalt ålder;2010;12376
2481 Lycksele;totalt ålder;2011;12343
2481 Lycksele;totalt ålder;2012;12351
2481 Lycksele;totalt ålder;2013;12270
2481 Lycksele;totalt ålder;2014;12208
2481 Lycksele;totalt ålder;2015;12177
2481 Lycksele;totalt ålder;2016;12187
2481 Lycksele;totalt ålder;2017;12257
2481 Lycksele;totalt ålder;2018;12228
2482 Skellefteå;totalt ålder;2008;71862
2482 Skellefteå;totalt ålder;2009;71770
2482 Skellefteå;totalt ålder;2010;71641
2482 Skellefteå;totalt ålder;2011;71580
2482 Skellefteå;totalt ålder;2012;71774
2482 Skellefteå;totalt ålder;2013;71988
2482 Skellefteå;totalt ålder;2014;72024
2482 Skellefteå;totalt ålder;2015;72031
2482 Skellefteå;totalt ålder;2016;72266
2482 Skellefteå;totalt ålder;2017;72723
2482 Skellefteå;totalt ålder;2018;72467
2505 Arvidsjaur;totalt ålder;2008;6665
2505 Arvidsjaur;totalt ålder;2009;6622
2505 Arvidsjaur;totalt ålder;2010;6529
2505 Arvidsjaur;totalt ålder;2011;6494
2505 Arvidsjaur;totalt ålder;2012;6467
2505 Arvidsjaur;totalt ålder;2013;6471
2505 Arvidsjaur;totalt ålder;2014;6484
2505 Arvidsjaur;totalt ålder;2015;6471
2505 Arvidsjaur;totalt ålder;2016;6442
2505 Arvidsjaur;totalt ålder;2017;6440
2505 Arvidsjaur;totalt ålder;2018;6334
2506 Arjeplog;totalt ålder;2008;3146
2506 Arjeplog;totalt ålder;2009;3143
2506 Arjeplog;totalt ålder;2010;3161
2506 Arjeplog;totalt ålder;2011;3114
2506 Arjeplog;totalt ålder;2012;3054
2506 Arjeplog;totalt ålder;2013;2980
2506 Arjeplog;totalt ålder;2014;2907
2506 Arjeplog;totalt ålder;2015;2887
2506 Arjeplog;totalt ålder;2016;2876
2506 Arjeplog;totalt ålder;2017;2821
2506 Arjeplog;totalt ålder;2018;2794
2510 Jokkmokk;totalt ålder;2008;5305
2510 Jokkmokk;totalt ålder;2009;5210
2510 Jokkmokk;totalt ålder;2010;5170
2510 Jokkmokk;totalt ålder;2011;5119
2510 Jokkmokk;totalt ålder;2012;5086
2510 Jokkmokk;totalt ålder;2013;5066
2510 Jokkmokk;totalt ålder;2014;5086
2510 Jokkmokk;totalt ålder;2015;5072
2510 Jokkmokk;totalt ålder;2016;5105
2510 Jokkmokk;totalt ålder;2017;5081
2510 Jokkmokk;totalt ålder;2018;5001
2513 Överkalix;totalt ålder;2008;3715
2513 Överkalix;totalt ålder;2009;3670
2513 Överkalix;totalt ålder;2010;3611
2513 Överkalix;totalt ålder;2011;3549
2513 Överkalix;totalt ålder;2012;3497
2513 Överkalix;totalt ålder;2013;3436
2513 Överkalix;totalt ålder;2014;3409
2513 Överkalix;totalt ålder;2015;3395
2513 Överkalix;totalt ålder;2016;3378
2513 Överkalix;totalt ålder;2017;3367
2513 Överkalix;totalt ålder;2018;3302
2514 Kalix;totalt ålder;2008;17162
2514 Kalix;totalt ålder;2009;16926
2514 Kalix;totalt ålder;2010;16740
2514 Kalix;totalt ålder;2011;16591
2514 Kalix;totalt ålder;2012;16518
2514 Kalix;totalt ålder;2013;16387
2514 Kalix;totalt ålder;2014;16307
2514 Kalix;totalt ålder;2015;16248
2514 Kalix;totalt ålder;2016;16223
2514 Kalix;totalt ålder;2017;16169
2514 Kalix;totalt ålder;2018;16058
2518 Övertorneå;totalt ålder;2008;4972
2518 Övertorneå;totalt ålder;2009;4920
2518 Övertorneå;totalt ålder;2010;4812
2518 Övertorneå;totalt ålder;2011;4810
2518 Övertorneå;totalt ålder;2012;4772
2518 Övertorneå;totalt ålder;2013;4709
2518 Övertorneå;totalt ålder;2014;4711
2518 Övertorneå;totalt ålder;2015;4603
2518 Övertorneå;totalt ålder;2016;4534
2518 Övertorneå;totalt ålder;2017;4461
2518 Övertorneå;totalt ålder;2018;4410
2521 Pajala;totalt ålder;2008;6429
2521 Pajala;totalt ålder;2009;6309
2521 Pajala;totalt ålder;2010;6282
2521 Pajala;totalt ålder;2011;6270
2521 Pajala;totalt ålder;2012;6279
2521 Pajala;totalt ålder;2013;6299
2521 Pajala;totalt ålder;2014;6303
2521 Pajala;totalt ålder;2015;6193
2521 Pajala;totalt ålder;2016;6116
2521 Pajala;totalt ålder;2017;6101
2521 Pajala;totalt ålder;2018;6039
2523 Gällivare;totalt ålder;2008;18703
2523 Gällivare;totalt ålder;2009;18533
2523 Gällivare;totalt ålder;2010;18425
2523 Gällivare;totalt ålder;2011;18326
2523 Gällivare;totalt ålder;2012;18307
2523 Gällivare;totalt ålder;2013;18339
2523 Gällivare;totalt ålder;2014;18231
2523 Gällivare;totalt ålder;2015;18123
2523 Gällivare;totalt ålder;2016;17956
2523 Gällivare;totalt ålder;2017;17825
2523 Gällivare;totalt ålder;2018;17630
2560 Älvsbyn;totalt ålder;2008;8465
2560 Älvsbyn;totalt ålder;2009;8387
2560 Älvsbyn;totalt ålder;2010;8335
2560 Älvsbyn;totalt ålder;2011;8253
2560 Älvsbyn;totalt ålder;2012;8200
2560 Älvsbyn;totalt ålder;2013;8168
2560 Älvsbyn;totalt ålder;2014;8171
2560 Älvsbyn;totalt ålder;2015;8183
2560 Älvsbyn;totalt ålder;2016;8193
2560 Älvsbyn;totalt ålder;2017;8274
2560 Älvsbyn;totalt ålder;2018;8140
2580 Luleå;totalt ålder;2008;73406
2580 Luleå;totalt ålder;2009;73950
2580 Luleå;totalt ålder;2010;74178
2580 Luleå;totalt ålder;2011;74426
2580 Luleå;totalt ålder;2012;74905
2580 Luleå;totalt ålder;2013;75383
2580 Luleå;totalt ålder;2014;75966
2580 Luleå;totalt ålder;2015;76088
2580 Luleå;totalt ålder;2016;76770
2580 Luleå;totalt ålder;2017;77470
2580 Luleå;totalt ålder;2018;77832
2581 Piteå;totalt ålder;2008;40902
2581 Piteå;totalt ålder;2009;40860
2581 Piteå;totalt ålder;2010;40892
2581 Piteå;totalt ålder;2011;40942
2581 Piteå;totalt ålder;2012;41078
2581 Piteå;totalt ålder;2013;41278
2581 Piteå;totalt ålder;2014;41508
2581 Piteå;totalt ålder;2015;41548
2581 Piteå;totalt ålder;2016;41904
2581 Piteå;totalt ålder;2017;42184
2581 Piteå;totalt ålder;2018;42116
2582 Boden;totalt ålder;2008;27535
2582 Boden;totalt ålder;2009;27408
2582 Boden;totalt ålder;2010;27471
2582 Boden;totalt ålder;2011;27643
2582 Boden;totalt ålder;2012;27598
2582 Boden;totalt ålder;2013;27838
2582 Boden;totalt ålder;2014;27887
2582 Boden;totalt ålder;2015;27913
2582 Boden;totalt ålder;2016;28042
2582 Boden;totalt ålder;2017;28181
2582 Boden;totalt ålder;2018;28064
2583 Haparanda;totalt ålder;2008;10173
